,CODE,COUNTRY,DATE,HDI,KEYCODE&DATE,Country,European Union,Area (km²),European Single Market
16222,FIN,Finland,2020-04-12,0.92,FIN2020-04-12,Finland,Member,338424.0,Member
16223,FIN,Finland,2020-04-13,0.92,FIN2020-04-13,Finland,Member,338424.0,Member
16224,FIN,Finland,2020-04-14,0.92,FIN2020-04-14,Finland,Member,338424.0,Member
16225,FIN,Finland,2020-04-15,0.92,FIN2020-04-15,Finland,Member,338424.0,Member
16226,FIN,Finland,2020-04-16,0.92,FIN2020-04-16,Finland,Member,338424.0,Member
16227,FIN,Finland,2020-04-17,0.92,FIN2020-04-17,Finland,Member,338424.0,Member
16228,FIN,Finland,2020-04-18,0.92,FIN2020-04-18,Finland,Member,338424.0,Member
16229,FIN,Finland,2020-04-19,0.92,FIN2020-04-19,Finland,Member,338424.0,Member
16230,FIN,Finland,2020-04-20,0.92,FIN2020-04-20,Finland,Member,338424.0,Member
16231,FIN,Finland,2020-04-21,0.92,FIN2020-04-21,Finland,Member,338424.0,Member
16232,FIN,Finland,2020-04-22,0.92,FIN2020-04-22,Finland,Member,338424.0,Member
16233,FIN,Finland,2020-04-23,0.92,FIN2020-04-23,Finland,Member,338424.0,Member
16234,FIN,Finland,2020-04-24,0.92,FIN2020-04-24,Finland,Member,338424.0,Member
16235,FIN,Finland,2020-04-25,0.92,FIN2020-04-25,Finland,Member,338424.0,Member
16236,FIN,Finland,2020-04-26,0.92,FIN2020-04-26,Finland,Member,338424.0,Member
16237,FIN,Finland,2020-04-27,0.92,FIN2020-04-27,Finland,Member,338424.0,Member
16238,FIN,Finland,2020-04-28,0.92,FIN2020-04-28,Finland,Member,338424.0,Member
16239,FIN,Finland,2020-04-29,0.92,FIN2020-04-29,Finland,Member,338424.0,Member
16240,FIN,Finland,2020-04-30,0.92,FIN2020-04-30,Finland,Member,338424.0,Member
16241,FIN,Finland,2020-05-01,0.92,FIN2020-05-01,Finland,Member,338424.0,Member
16242,FIN,Finland,2020-05-02,0.92,FIN2020-05-02,Finland,Member,338424.0,Member
16243,FIN,Finland,2020-05-03,0.92,FIN2020-05-03,Finland,Member,338424.0,Member
16244,FIN,Finland,2020-05-04,0.92,FIN2020-05-04,Finland,Member,338424.0,Member
16245,FIN,Finland,2020-05-05,0.92,FIN2020-05-05,Finland,Member,338424.0,Member
16246,FIN,Finland,2020-05-06,0.92,FIN2020-05-06,Finland,Member,338424.0,Member
16247,FIN,Finland,2020-05-07,0.92,FIN2020-05-07,Finland,Member,338424.0,Member
16248,FIN,Finland,2020-05-08,0.92,FIN2020-05-08,Finland,Member,338424.0,Member
16249,FIN,Finland,2020-05-09,0.92,FIN2020-05-09,Finland,Member,338424.0,Member
16250,FIN,Finland,2020-05-10,0.92,FIN2020-05-10,Finland,Member,338424.0,Member
16251,FIN,Finland,2020-05-11,0.92,FIN2020-05-11,Finland,Member,338424.0,Member
16252,FIN,Finland,2020-05-12,0.92,FIN2020-05-12,Finland,Member,338424.0,Member
16253,FIN,Finland,2020-05-13,0.92,FIN2020-05-13,Finland,Member,338424.0,Member
16254,FIN,Finland,2020-05-14,0.92,FIN2020-05-14,Finland,Member,338424.0,Member
16255,FIN,Finland,2020-05-15,0.92,FIN2020-05-15,Finland,Member,338424.0,Member
16256,FIN,Finland,2020-05-16,0.92,FIN2020-05-16,Finland,Member,338424.0,Member
16257,FIN,Finland,2020-05-17,0.92,FIN2020-05-17,Finland,Member,338424.0,Member
16258,FIN,Finland,2020-05-18,0.92,FIN2020-05-18,Finland,Member,338424.0,Member
16259,FIN,Finland,2020-05-19,0.92,FIN2020-05-19,Finland,Member,338424.0,Member
16260,FIN,Finland,2020-05-20,0.92,FIN2020-05-20,Finland,Member,338424.0,Member
16261,FIN,Finland,2020-05-21,0.92,FIN2020-05-21,Finland,Member,338424.0,Member
16262,FIN,Finland,2020-05-22,0.92,FIN2020-05-22,Finland,Member,338424.0,Member
16263,FIN,Finland,2020-05-23,0.92,FIN2020-05-23,Finland,Member,338424.0,Member
16264,FIN,Finland,2020-05-24,0.92,FIN2020-05-24,Finland,Member,338424.0,Member
16265,FIN,Finland,2020-05-25,0.92,FIN2020-05-25,Finland,Member,338424.0,Member
16266,FIN,Finland,2020-05-26,0.92,FIN2020-05-26,Finland,Member,338424.0,Member
16267,FIN,Finland,2020-05-27,0.92,FIN2020-05-27,Finland,Member,338424.0,Member
16268,FIN,Finland,2020-05-28,0.92,FIN2020-05-28,Finland,Member,338424.0,Member
16269,FIN,Finland,2020-05-29,0.92,FIN2020-05-29,Finland,Member,338424.0,Member
16270,FIN,Finland,2020-05-30,0.92,FIN2020-05-30,Finland,Member,338424.0,Member
16271,FIN,Finland,2020-05-31,0.92,FIN2020-05-31,Finland,Member,338424.0,Member
16272,FIN,Finland,2020-06-01,0.92,FIN2020-06-01,Finland,Member,338424.0,Member
16273,FIN,Finland,2020-06-02,0.92,FIN2020-06-02,Finland,Member,338424.0,Member
16274,FIN,Finland,2020-06-03,0.92,FIN2020-06-03,Finland,Member,338424.0,Member
16275,FIN,Finland,2020-06-04,0.92,FIN2020-06-04,Finland,Member,338424.0,Member
16276,FIN,Finland,2020-06-05,0.92,FIN2020-06-05,Finland,Member,338424.0,Member
16277,FIN,Finland,2020-06-06,0.92,FIN2020-06-06,Finland,Member,338424.0,Member
16278,FIN,Finland,2020-06-07,0.92,FIN2020-06-07,Finland,Member,338424.0,Member
16279,FIN,Finland,2020-06-08,0.92,FIN2020-06-08,Finland,Member,338424.0,Member
16280,FIN,Finland,2020-06-09,0.92,FIN2020-06-09,Finland,Member,338424.0,Member
16281,FIN,Finland,2020-06-10,0.92,FIN2020-06-10,Finland,Member,338424.0,Member
16282,FIN,Finland,2020-06-11,0.92,FIN2020-06-11,Finland,Member,338424.0,Member
16283,FIN,Finland,2020-06-12,0.92,FIN2020-06-12,Finland,Member,338424.0,Member
16284,FIN,Finland,2020-06-13,0.92,FIN2020-06-13,Finland,Member,338424.0,Member
16285,FIN,Finland,2020-06-14,0.92,FIN2020-06-14,Finland,Member,338424.0,Member
16286,FIN,Finland,2020-06-15,0.92,FIN2020-06-15,Finland,Member,338424.0,Member
16287,FIN,Finland,2020-06-16,0.92,FIN2020-06-16,Finland,Member,338424.0,Member
16288,FIN,Finland,2020-06-17,0.92,FIN2020-06-17,Finland,Member,338424.0,Member
16289,FIN,Finland,2020-06-18,0.92,FIN2020-06-18,Finland,Member,338424.0,Member
16290,FIN,Finland,2020-06-19,0.92,FIN2020-06-19,Finland,Member,338424.0,Member
16291,FIN,Finland,2020-06-20,0.92,FIN2020-06-20,Finland,Member,338424.0,Member
16292,FIN,Finland,2020-06-21,0.92,FIN2020-06-21,Finland,Member,338424.0,Member
16293,FIN,Finland,2020-06-22,0.92,FIN2020-06-22,Finland,Member,338424.0,Member
16294,FIN,Finland,2020-06-23,0.92,FIN2020-06-23,Finland,Member,338424.0,Member
16295,FIN,Finland,2020-06-24,0.92,FIN2020-06-24,Finland,Member,338424.0,Member
16296,FIN,Finland,2020-06-25,0.92,FIN2020-06-25,Finland,Member,338424.0,Member
16297,FIN,Finland,2020-06-26,0.92,FIN2020-06-26,Finland,Member,338424.0,Member
16298,FIN,Finland,2020-06-27,0.92,FIN2020-06-27,Finland,Member,338424.0,Member
16299,FIN,Finland,2020-06-28,0.92,FIN2020-06-28,Finland,Member,338424.0,Member
16300,FIN,Finland,2020-06-29,0.92,FIN2020-06-29,Finland,Member,338424.0,Member
16301,FIN,Finland,2020-06-30,0.92,FIN2020-06-30,Finland,Member,338424.0,Member
16302,FIN,Finland,2020-07-01,0.92,FIN2020-07-01,Finland,Member,338424.0,Member
16303,FIN,Finland,2020-07-02,0.92,FIN2020-07-02,Finland,Member,338424.0,Member
16304,FIN,Finland,2020-07-03,0.92,FIN2020-07-03,Finland,Member,338424.0,Member
16305,FIN,Finland,2020-07-04,0.92,FIN2020-07-04,Finland,Member,338424.0,Member
16306,FIN,Finland,2020-07-05,0.92,FIN2020-07-05,Finland,Member,338424.0,Member
16307,FIN,Finland,2020-07-06,0.92,FIN2020-07-06,Finland,Member,338424.0,Member
16308,FIN,Finland,2020-07-07,0.92,FIN2020-07-07,Finland,Member,338424.0,Member
16309,FIN,Finland,2020-07-08,0.92,FIN2020-07-08,Finland,Member,338424.0,Member
16310,FIN,Finland,2020-07-09,0.92,FIN2020-07-09,Finland,Member,338424.0,Member
16311,FIN,Finland,2020-07-10,0.92,FIN2020-07-10,Finland,Member,338424.0,Member
16312,FIN,Finland,2020-07-11,0.92,FIN2020-07-11,Finland,Member,338424.0,Member
16313,FIN,Finland,2020-07-12,0.92,FIN2020-07-12,Finland,Member,338424.0,Member
16314,FIN,Finland,2020-07-13,0.92,FIN2020-07-13,Finland,Member,338424.0,Member
16315,FIN,Finland,2020-07-14,0.92,FIN2020-07-14,Finland,Member,338424.0,Member
16316,FIN,Finland,2020-07-15,0.92,FIN2020-07-15,Finland,Member,338424.0,Member
16317,FIN,Finland,2020-07-16,0.92,FIN2020-07-16,Finland,Member,338424.0,Member
16318,FIN,Finland,2020-07-17,0.92,FIN2020-07-17,Finland,Member,338424.0,Member
16319,FIN,Finland,2020-07-18,0.92,FIN2020-07-18,Finland,Member,338424.0,Member
16320,FIN,Finland,2020-07-19,0.92,FIN2020-07-19,Finland,Member,338424.0,Member
16321,FIN,Finland,2020-07-20,0.92,FIN2020-07-20,Finland,Member,338424.0,Member
16322,FIN,Finland,2020-07-21,0.92,FIN2020-07-21,Finland,Member,338424.0,Member
16323,FIN,Finland,2020-07-22,0.92,FIN2020-07-22,Finland,Member,338424.0,Member
16324,FIN,Finland,2020-07-23,0.92,FIN2020-07-23,Finland,Member,338424.0,Member
16325,FIN,Finland,2020-07-24,0.92,FIN2020-07-24,Finland,Member,338424.0,Member
16326,FIN,Finland,2020-07-25,0.92,FIN2020-07-25,Finland,Member,338424.0,Member
16327,FIN,Finland,2020-07-26,0.92,FIN2020-07-26,Finland,Member,338424.0,Member
16328,FIN,Finland,2020-07-27,0.92,FIN2020-07-27,Finland,Member,338424.0,Member
16329,FIN,Finland,2020-07-28,0.92,FIN2020-07-28,Finland,Member,338424.0,Member
16330,FIN,Finland,2020-07-29,0.92,FIN2020-07-29,Finland,Member,338424.0,Member
16331,FIN,Finland,2020-07-30,0.92,FIN2020-07-30,Finland,Member,338424.0,Member
16332,FIN,Finland,2020-07-31,0.92,FIN2020-07-31,Finland,Member,338424.0,Member
16333,FIN,Finland,2020-08-01,0.92,FIN2020-08-01,Finland,Member,338424.0,Member
16334,FIN,Finland,2020-08-02,0.92,FIN2020-08-02,Finland,Member,338424.0,Member
16335,FIN,Finland,2020-08-03,0.92,FIN2020-08-03,Finland,Member,338424.0,Member
16336,FIN,Finland,2020-08-04,0.92,FIN2020-08-04,Finland,Member,338424.0,Member
16337,FIN,Finland,2020-08-05,0.92,FIN2020-08-05,Finland,Member,338424.0,Member
16338,FIN,Finland,2020-08-06,0.92,FIN2020-08-06,Finland,Member,338424.0,Member
16339,FIN,Finland,2020-08-07,0.92,FIN2020-08-07,Finland,Member,338424.0,Member
16340,FIN,Finland,2020-08-08,0.92,FIN2020-08-08,Finland,Member,338424.0,Member
16341,FIN,Finland,2020-08-09,0.92,FIN2020-08-09,Finland,Member,338424.0,Member
16342,FIN,Finland,2020-08-10,0.92,FIN2020-08-10,Finland,Member,338424.0,Member
16343,FIN,Finland,2020-08-11,0.92,FIN2020-08-11,Finland,Member,338424.0,Member
16344,FIN,Finland,2020-08-12,0.92,FIN2020-08-12,Finland,Member,338424.0,Member
16345,FIN,Finland,2020-08-13,0.92,FIN2020-08-13,Finland,Member,338424.0,Member
16346,FIN,Finland,2020-08-14,0.92,FIN2020-08-14,Finland,Member,338424.0,Member
16347,FIN,Finland,2020-08-15,0.92,FIN2020-08-15,Finland,Member,338424.0,Member
16348,FIN,Finland,2020-08-16,0.92,FIN2020-08-16,Finland,Member,338424.0,Member
16349,FIN,Finland,2020-08-17,0.92,FIN2020-08-17,Finland,Member,338424.0,Member
16350,FIN,Finland,2020-08-18,0.92,FIN2020-08-18,Finland,Member,338424.0,Member
16351,FIN,Finland,2020-08-19,0.92,FIN2020-08-19,Finland,Member,338424.0,Member
16352,FIN,Finland,2020-08-20,0.92,FIN2020-08-20,Finland,Member,338424.0,Member
16353,FIN,Finland,2020-08-21,0.92,FIN2020-08-21,Finland,Member,338424.0,Member
16354,FIN,Finland,2020-08-22,0.92,FIN2020-08-22,Finland,Member,338424.0,Member
16355,FIN,Finland,2020-08-23,0.92,FIN2020-08-23,Finland,Member,338424.0,Member
16356,FIN,Finland,2020-08-24,0.92,FIN2020-08-24,Finland,Member,338424.0,Member
16357,FIN,Finland,2020-08-25,0.92,FIN2020-08-25,Finland,Member,338424.0,Member
16358,FIN,Finland,2020-08-26,0.92,FIN2020-08-26,Finland,Member,338424.0,Member
16359,FIN,Finland,2020-08-27,0.92,FIN2020-08-27,Finland,Member,338424.0,Member
16360,FIN,Finland,2020-08-28,0.92,FIN2020-08-28,Finland,Member,338424.0,Member
16361,FIN,Finland,2020-08-29,0.92,FIN2020-08-29,Finland,Member,338424.0,Member
16362,FIN,Finland,2020-08-30,0.92,FIN2020-08-30,Finland,Member,338424.0,Member
16363,FIN,Finland,2020-08-31,0.92,FIN2020-08-31,Finland,Member,338424.0,Member
16364,FIN,Finland,2020-09-01,0.92,FIN2020-09-01,Finland,Member,338424.0,Member
16365,FIN,Finland,2020-09-02,0.92,FIN2020-09-02,Finland,Member,338424.0,Member
16366,FIN,Finland,2020-09-03,0.92,FIN2020-09-03,Finland,Member,338424.0,Member
16367,FIN,Finland,2020-09-04,0.92,FIN2020-09-04,Finland,Member,338424.0,Member
16368,FIN,Finland,2020-09-05,0.92,FIN2020-09-05,Finland,Member,338424.0,Member
16369,FIN,Finland,2020-09-06,0.92,FIN2020-09-06,Finland,Member,338424.0,Member
16370,FIN,Finland,2020-09-07,0.92,FIN2020-09-07,Finland,Member,338424.0,Member
16371,FIN,Finland,2020-09-08,0.92,FIN2020-09-08,Finland,Member,338424.0,Member
16372,FIN,Finland,2020-09-09,0.92,FIN2020-09-09,Finland,Member,338424.0,Member
16373,FIN,Finland,2020-09-10,0.92,FIN2020-09-10,Finland,Member,338424.0,Member
16374,FIN,Finland,2020-09-11,0.92,FIN2020-09-11,Finland,Member,338424.0,Member
16375,FIN,Finland,2020-09-12,0.92,FIN2020-09-12,Finland,Member,338424.0,Member
16376,FIN,Finland,2020-09-13,0.92,FIN2020-09-13,Finland,Member,338424.0,Member
16377,FIN,Finland,2020-09-14,0.92,FIN2020-09-14,Finland,Member,338424.0,Member
16378,FIN,Finland,2020-09-15,0.92,FIN2020-09-15,Finland,Member,338424.0,Member
16379,FIN,Finland,2020-09-16,0.92,FIN2020-09-16,Finland,Member,338424.0,Member
16380,FIN,Finland,2020-09-17,0.92,FIN2020-09-17,Finland,Member,338424.0,Member
16381,FIN,Finland,2020-09-18,0.92,FIN2020-09-18,Finland,Member,338424.0,Member
16382,FIN,Finland,2020-09-19,0.92,FIN2020-09-19,Finland,Member,338424.0,Member
16383,FIN,Finland,2020-09-20,0.92,FIN2020-09-20,Finland,Member,338424.0,Member
16384,FIN,Finland,2020-09-21,0.92,FIN2020-09-21,Finland,Member,338424.0,Member
16385,FIN,Finland,2020-09-22,0.92,FIN2020-09-22,Finland,Member,338424.0,Member
16386,FIN,Finland,2020-09-23,0.92,FIN2020-09-23,Finland,Member,338424.0,Member
16387,FIN,Finland,2020-09-24,0.92,FIN2020-09-24,Finland,Member,338424.0,Member
16388,FIN,Finland,2020-09-25,0.92,FIN2020-09-25,Finland,Member,338424.0,Member
16389,FIN,Finland,2020-09-26,0.92,FIN2020-09-26,Finland,Member,338424.0,Member
16390,FIN,Finland,2020-09-27,0.92,FIN2020-09-27,Finland,Member,338424.0,Member
16391,FIN,Finland,2020-09-28,0.92,FIN2020-09-28,Finland,Member,338424.0,Member
16392,FIN,Finland,2020-09-29,0.92,FIN2020-09-29,Finland,Member,338424.0,Member
16393,FIN,Finland,2020-09-30,0.92,FIN2020-09-30,Finland,Member,338424.0,Member
16394,FIN,Finland,2020-10-01,0.92,FIN2020-10-01,Finland,Member,338424.0,Member
16395,FIN,Finland,2020-10-02,0.92,FIN2020-10-02,Finland,Member,338424.0,Member
16396,FIN,Finland,2020-10-03,0.92,FIN2020-10-03,Finland,Member,338424.0,Member
16397,FIN,Finland,2020-10-04,0.92,FIN2020-10-04,Finland,Member,338424.0,Member
16398,FIN,Finland,2020-10-05,0.92,FIN2020-10-05,Finland,Member,338424.0,Member
16399,FIN,Finland,2020-10-06,0.92,FIN2020-10-06,Finland,Member,338424.0,Member
16400,FIN,Finland,2020-10-07,0.92,FIN2020-10-07,Finland,Member,338424.0,Member
16401,FIN,Finland,2020-10-08,0.92,FIN2020-10-08,Finland,Member,338424.0,Member
16402,FIN,Finland,2020-10-09,0.92,FIN2020-10-09,Finland,Member,338424.0,Member
16403,FIN,Finland,2020-10-10,0.92,FIN2020-10-10,Finland,Member,338424.0,Member
16404,FIN,Finland,2020-10-11,0.92,FIN2020-10-11,Finland,Member,338424.0,Member
16405,FIN,Finland,2020-10-12,0.92,FIN2020-10-12,Finland,Member,338424.0,Member
16406,FIN,Finland,2020-10-13,0.92,FIN2020-10-13,Finland,Member,338424.0,Member
16407,FIN,Finland,2020-10-14,0.92,FIN2020-10-14,Finland,Member,338424.0,Member
16408,FIN,Finland,2020-10-15,0.92,FIN2020-10-15,Finland,Member,338424.0,Member
16409,FIN,Finland,2020-10-16,0.92,FIN2020-10-16,Finland,Member,338424.0,Member
16410,FIN,Finland,2020-10-17,0.92,FIN2020-10-17,Finland,Member,338424.0,Member
16411,FIN,Finland,2020-10-18,0.92,FIN2020-10-18,Finland,Member,338424.0,Member
16412,FIN,Finland,2020-10-19,0.92,FIN2020-10-19,Finland,Member,338424.0,Member
16413,FRA,France,2019-12-31,0.901,FRA2019-12-31,France,Member,549087.0,Member
16414,FRA,France,2020-01-01,0.901,FRA2020-01-01,France,Member,549087.0,Member
16415,FRA,France,2020-01-02,0.901,FRA2020-01-02,France,Member,549087.0,Member
16416,FRA,France,2020-01-03,0.901,FRA2020-01-03,France,Member,549087.0,Member
16417,FRA,France,2020-01-04,0.901,FRA2020-01-04,France,Member,549087.0,Member
16418,FRA,France,2020-01-05,0.901,FRA2020-01-05,France,Member,549087.0,Member
16419,FRA,France,2020-01-06,0.901,FRA2020-01-06,France,Member,549087.0,Member
16420,FRA,France,2020-01-07,0.901,FRA2020-01-07,France,Member,549087.0,Member
16421,FRA,France,2020-01-08,0.901,FRA2020-01-08,France,Member,549087.0,Member
16422,FRA,France,2020-01-09,0.901,FRA2020-01-09,France,Member,549087.0,Member
16423,FRA,France,2020-01-10,0.901,FRA2020-01-10,France,Member,549087.0,Member
16424,FRA,France,2020-01-11,0.901,FRA2020-01-11,France,Member,549087.0,Member
16425,FRA,France,2020-01-12,0.901,FRA2020-01-12,France,Member,549087.0,Member
16426,FRA,France,2020-01-13,0.901,FRA2020-01-13,France,Member,549087.0,Member
16427,FRA,France,2020-01-14,0.901,FRA2020-01-14,France,Member,549087.0,Member
16428,FRA,France,2020-01-15,0.901,FRA2020-01-15,France,Member,549087.0,Member
16429,FRA,France,2020-01-16,0.901,FRA2020-01-16,France,Member,549087.0,Member
16430,FRA,France,2020-01-17,0.901,FRA2020-01-17,France,Member,549087.0,Member
16431,FRA,France,2020-01-18,0.901,FRA2020-01-18,France,Member,549087.0,Member
16432,FRA,France,2020-01-19,0.901,FRA2020-01-19,France,Member,549087.0,Member
16433,FRA,France,2020-01-20,0.901,FRA2020-01-20,France,Member,549087.0,Member
16434,FRA,France,2020-01-21,0.901,FRA2020-01-21,France,Member,549087.0,Member
16435,FRA,France,2020-01-22,0.901,FRA2020-01-22,France,Member,549087.0,Member
16436,FRA,France,2020-01-23,0.901,FRA2020-01-23,France,Member,549087.0,Member
16437,FRA,France,2020-01-24,0.901,FRA2020-01-24,France,Member,549087.0,Member
16438,FRA,France,2020-01-25,0.901,FRA2020-01-25,France,Member,549087.0,Member
16439,FRA,France,2020-01-26,0.901,FRA2020-01-26,France,Member,549087.0,Member
16440,FRA,France,2020-01-27,0.901,FRA2020-01-27,France,Member,549087.0,Member
16441,FRA,France,2020-01-28,0.901,FRA2020-01-28,France,Member,549087.0,Member
16442,FRA,France,2020-01-29,0.901,FRA2020-01-29,France,Member,549087.0,Member
16443,FRA,France,2020-01-30,0.901,FRA2020-01-30,France,Member,549087.0,Member
16444,FRA,France,2020-01-31,0.901,FRA2020-01-31,France,Member,549087.0,Member
16445,FRA,France,2020-02-01,0.901,FRA2020-02-01,France,Member,549087.0,Member
16446,FRA,France,2020-02-02,0.901,FRA2020-02-02,France,Member,549087.0,Member
16447,FRA,France,2020-02-03,0.901,FRA2020-02-03,France,Member,549087.0,Member
16448,FRA,France,2020-02-04,0.901,FRA2020-02-04,France,Member,549087.0,Member
16449,FRA,France,2020-02-05,0.901,FRA2020-02-05,France,Member,549087.0,Member
16450,FRA,France,2020-02-06,0.901,FRA2020-02-06,France,Member,549087.0,Member
16451,FRA,France,2020-02-07,0.901,FRA2020-02-07,France,Member,549087.0,Member
16452,FRA,France,2020-02-08,0.901,FRA2020-02-08,France,Member,549087.0,Member
16453,FRA,France,2020-02-09,0.901,FRA2020-02-09,France,Member,549087.0,Member
16454,FRA,France,2020-02-10,0.901,FRA2020-02-10,France,Member,549087.0,Member
16455,FRA,France,2020-02-11,0.901,FRA2020-02-11,France,Member,549087.0,Member
16456,FRA,France,2020-02-12,0.901,FRA2020-02-12,France,Member,549087.0,Member
16457,FRA,France,2020-02-13,0.901,FRA2020-02-13,France,Member,549087.0,Member
16458,FRA,France,2020-02-14,0.901,FRA2020-02-14,France,Member,549087.0,Member
16459,FRA,France,2020-02-15,0.901,FRA2020-02-15,France,Member,549087.0,Member
16460,FRA,France,2020-02-16,0.901,FRA2020-02-16,France,Member,549087.0,Member
16461,FRA,France,2020-02-17,0.901,FRA2020-02-17,France,Member,549087.0,Member
16462,FRA,France,2020-02-18,0.901,FRA2020-02-18,France,Member,549087.0,Member
16463,FRA,France,2020-02-19,0.901,FRA2020-02-19,France,Member,549087.0,Member
16464,FRA,France,2020-02-20,0.901,FRA2020-02-20,France,Member,549087.0,Member
16465,FRA,France,2020-02-21,0.901,FRA2020-02-21,France,Member,549087.0,Member
16466,FRA,France,2020-02-22,0.901,FRA2020-02-22,France,Member,549087.0,Member
16467,FRA,France,2020-02-23,0.901,FRA2020-02-23,France,Member,549087.0,Member
16468,FRA,France,2020-02-24,0.901,FRA2020-02-24,France,Member,549087.0,Member
16469,FRA,France,2020-02-25,0.901,FRA2020-02-25,France,Member,549087.0,Member
16470,FRA,France,2020-02-26,0.901,FRA2020-02-26,France,Member,549087.0,Member
16471,FRA,France,2020-02-27,0.901,FRA2020-02-27,France,Member,549087.0,Member
16472,FRA,France,2020-02-28,0.901,FRA2020-02-28,France,Member,549087.0,Member
16473,FRA,France,2020-02-29,0.901,FRA2020-02-29,France,Member,549087.0,Member
16474,FRA,France,2020-03-01,0.901,FRA2020-03-01,France,Member,549087.0,Member
16475,FRA,France,2020-03-02,0.901,FRA2020-03-02,France,Member,549087.0,Member
16476,FRA,France,2020-03-03,0.901,FRA2020-03-03,France,Member,549087.0,Member
16477,FRA,France,2020-03-04,0.901,FRA2020-03-04,France,Member,549087.0,Member
16478,FRA,France,2020-03-05,0.901,FRA2020-03-05,France,Member,549087.0,Member
16479,FRA,France,2020-03-06,0.901,FRA2020-03-06,France,Member,549087.0,Member
16480,FRA,France,2020-03-07,0.901,FRA2020-03-07,France,Member,549087.0,Member
16481,FRA,France,2020-03-08,0.901,FRA2020-03-08,France,Member,549087.0,Member
16482,FRA,France,2020-03-09,0.901,FRA2020-03-09,France,Member,549087.0,Member
16483,FRA,France,2020-03-10,0.901,FRA2020-03-10,France,Member,549087.0,Member
16484,FRA,France,2020-03-11,0.901,FRA2020-03-11,France,Member,549087.0,Member
16485,FRA,France,2020-03-12,0.901,FRA2020-03-12,France,Member,549087.0,Member
16486,FRA,France,2020-03-13,0.901,FRA2020-03-13,France,Member,549087.0,Member
16487,FRA,France,2020-03-14,0.901,FRA2020-03-14,France,Member,549087.0,Member
16488,FRA,France,2020-03-15,0.901,FRA2020-03-15,France,Member,549087.0,Member
16489,FRA,France,2020-03-16,0.901,FRA2020-03-16,France,Member,549087.0,Member
16490,FRA,France,2020-03-17,0.901,FRA2020-03-17,France,Member,549087.0,Member
16491,FRA,France,2020-03-18,0.901,FRA2020-03-18,France,Member,549087.0,Member
16492,FRA,France,2020-03-19,0.901,FRA2020-03-19,France,Member,549087.0,Member
16493,FRA,France,2020-03-20,0.901,FRA2020-03-20,France,Member,549087.0,Member
16494,FRA,France,2020-03-21,0.901,FRA2020-03-21,France,Member,549087.0,Member
16495,FRA,France,2020-03-22,0.901,FRA2020-03-22,France,Member,549087.0,Member
16496,FRA,France,2020-03-23,0.901,FRA2020-03-23,France,Member,549087.0,Member
16497,FRA,France,2020-03-24,0.901,FRA2020-03-24,France,Member,549087.0,Member
16498,FRA,France,2020-03-25,0.901,FRA2020-03-25,France,Member,549087.0,Member
16499,FRA,France,2020-03-26,0.901,FRA2020-03-26,France,Member,549087.0,Member
16500,FRA,France,2020-03-27,0.901,FRA2020-03-27,France,Member,549087.0,Member
16501,FRA,France,2020-03-28,0.901,FRA2020-03-28,France,Member,549087.0,Member
16502,FRA,France,2020-03-29,0.901,FRA2020-03-29,France,Member,549087.0,Member
16503,FRA,France,2020-03-30,0.901,FRA2020-03-30,France,Member,549087.0,Member
16504,FRA,France,2020-03-31,0.901,FRA2020-03-31,France,Member,549087.0,Member
16505,FRA,France,2020-04-01,0.901,FRA2020-04-01,France,Member,549087.0,Member
16506,FRA,France,2020-04-02,0.901,FRA2020-04-02,France,Member,549087.0,Member
16507,FRA,France,2020-04-03,0.901,FRA2020-04-03,France,Member,549087.0,Member
16508,FRA,France,2020-04-04,0.901,FRA2020-04-04,France,Member,549087.0,Member
16509,FRA,France,2020-04-05,0.901,FRA2020-04-05,France,Member,549087.0,Member
16510,FRA,France,2020-04-06,0.901,FRA2020-04-06,France,Member,549087.0,Member
16511,FRA,France,2020-04-07,0.901,FRA2020-04-07,France,Member,549087.0,Member
16512,FRA,France,2020-04-08,0.901,FRA2020-04-08,France,Member,549087.0,Member
16513,FRA,France,2020-04-09,0.901,FRA2020-04-09,France,Member,549087.0,Member
16514,FRA,France,2020-04-10,0.901,FRA2020-04-10,France,Member,549087.0,Member
16515,FRA,France,2020-04-11,0.901,FRA2020-04-11,France,Member,549087.0,Member
16516,FRA,France,2020-04-12,0.901,FRA2020-04-12,France,Member,549087.0,Member
16517,FRA,France,2020-04-13,0.901,FRA2020-04-13,France,Member,549087.0,Member
16518,FRA,France,2020-04-14,0.901,FRA2020-04-14,France,Member,549087.0,Member
16519,FRA,France,2020-04-15,0.901,FRA2020-04-15,France,Member,549087.0,Member
16520,FRA,France,2020-04-16,0.901,FRA2020-04-16,France,Member,549087.0,Member
16521,FRA,France,2020-04-17,0.901,FRA2020-04-17,France,Member,549087.0,Member
16522,FRA,France,2020-04-18,0.901,FRA2020-04-18,France,Member,549087.0,Member
16523,FRA,France,2020-04-19,0.901,FRA2020-04-19,France,Member,549087.0,Member
16524,FRA,France,2020-04-20,0.901,FRA2020-04-20,France,Member,549087.0,Member
16525,FRA,France,2020-04-21,0.901,FRA2020-04-21,France,Member,549087.0,Member
16526,FRA,France,2020-04-22,0.901,FRA2020-04-22,France,Member,549087.0,Member
16527,FRA,France,2020-04-23,0.901,FRA2020-04-23,France,Member,549087.0,Member
