,iso_code,location,date,total_cases,total_deaths,stringency_index,population,Region,Area (sq. mi.),KEYCODE&DATE,DATE,European Union,European Single Market,Week_Num,Month,day,Dates,Cases_x_Area,Cases_x_Pop,Cumulative Deaths_%_Cases,PopMi2,Stringency_Indexed,Econ_Block,Weekly_Cases,Weekly_Deaths,Stringency_Index_L4_L5
774,BOL,Bolivia,2020-07-08,41545.0,1530.0,89.81,11673029,LATIN AMER. & CARIB,1098580.0,BOL2020-07-08,2020-07-08,Member,Member,27,Jul,Wednesday,20200708,0.0,0.0,0.0,10.6,4.0,All_Others,8326.0,407.0,True
775,BOL,Bolivia,2020-07-15,50867.0,1898.0,89.81,11673029,LATIN AMER. & CARIB,1098580.0,BOL2020-07-15,2020-07-15,Member,Member,28,Jul,Wednesday,20200715,0.0,0.0,0.0,10.6,4.0,All_Others,9322.0,368.0,True
776,BOL,Bolivia,2020-07-22,62357.0,2273.0,89.81,11673029,LATIN AMER. & CARIB,1098580.0,BOL2020-07-22,2020-07-22,Member,Member,29,Jul,Wednesday,20200722,0.1,0.0,0.0,10.6,4.0,All_Others,11490.0,375.0,True
777,BOL,Bolivia,2020-07-29,72327.0,2720.0,89.81,11673029,LATIN AMER. & CARIB,1098580.0,BOL2020-07-29,2020-07-29,Member,Member,30,Jul,Wednesday,20200729,0.1,0.0,0.0,10.6,4.0,All_Others,9970.0,447.0,True
778,BOL,Bolivia,2020-08-05,83361.0,3320.0,89.81,11673029,LATIN AMER. & CARIB,1098580.0,BOL2020-08-05,2020-08-05,Member,Member,31,Aug,Wednesday,20200805,0.1,0.0,0.0,10.6,4.0,All_Others,11034.0,600.0,True
779,BOL,Bolivia,2020-08-12,93328.0,3761.0,89.81,11673029,LATIN AMER. & CARIB,1098580.0,BOL2020-08-12,2020-08-12,Member,Member,32,Aug,Wednesday,20200812,0.1,0.0,0.0,10.6,4.0,All_Others,9967.0,441.0,True
780,BOL,Bolivia,2020-08-19,103019.0,4172.0,89.81,11673029,LATIN AMER. & CARIB,1098580.0,BOL2020-08-19,2020-08-19,Member,Member,33,Aug,Wednesday,20200819,0.1,0.0,0.0,10.6,4.0,All_Others,9691.0,411.0,True
781,BOL,Bolivia,2020-08-26,110999.0,4664.0,89.81,11673029,LATIN AMER. & CARIB,1098580.0,BOL2020-08-26,2020-08-26,Member,Member,34,Aug,Wednesday,20200826,0.1,0.0,0.0,10.6,4.0,All_Others,7980.0,492.0,True
782,BOL,Bolivia,2020-09-02,117267.0,5101.0,81.48,11673029,LATIN AMER. & CARIB,1098580.0,BOL2020-09-02,2020-09-02,Member,Member,35,Sep,Wednesday,20200902,0.1,0.0,0.0,10.6,4.0,All_Others,6268.0,437.0,True
783,BOL,Bolivia,2020-09-09,122308.0,7097.0,81.48,11673029,LATIN AMER. & CARIB,1098580.0,BOL2020-09-09,2020-09-09,Member,Member,36,Sep,Wednesday,20200909,0.1,0.0,0.1,10.6,4.0,All_Others,5041.0,1996.0,True
784,BOL,Bolivia,2020-09-16,128286.0,7447.0,81.48,11673029,LATIN AMER. & CARIB,1098580.0,BOL2020-09-16,2020-09-16,Member,Member,37,Sep,Wednesday,20200916,0.1,0.0,0.1,10.6,4.0,All_Others,5978.0,350.0,True
785,BOL,Bolivia,2020-09-23,131453.0,7693.0,81.48,11673029,LATIN AMER. & CARIB,1098580.0,BOL2020-09-23,2020-09-23,Member,Member,38,Sep,Wednesday,20200923,0.1,0.0,0.1,10.6,4.0,All_Others,3167.0,246.0,True
786,BOL,Bolivia,2020-09-30,134641.0,7931.0,81.48,11673029,LATIN AMER. & CARIB,1098580.0,BOL2020-09-30,2020-09-30,Member,Member,39,Sep,Wednesday,20200930,0.1,0.0,0.1,10.6,4.0,All_Others,3188.0,238.0,True
813,BIH,Bosnia and Herzegovina,2020-03-18,30.0,,77.78,3280815,EASTERN EUROPE,51129.0,BIH2020-03-18,2020-03-18,Member,Member,11,Mar,Wednesday,20200318,0.0,0.0,,64.2,4.0,All_Others,,,True
814,BIH,Bosnia and Herzegovina,2020-03-25,164.0,2.0,89.81,3280815,EASTERN EUROPE,51129.0,BIH2020-03-25,2020-03-25,Member,Member,12,Mar,Wednesday,20200325,0.0,0.0,0.0,64.2,4.0,All_Others,134.0,,True
815,BIH,Bosnia and Herzegovina,2020-04-01,413.0,12.0,89.81,3280815,EASTERN EUROPE,51129.0,BIH2020-04-01,2020-04-01,Member,Member,13,Apr,Wednesday,20200401,0.0,0.0,0.0,64.2,4.0,All_Others,249.0,10.0,True
816,BIH,Bosnia and Herzegovina,2020-04-08,781.0,32.0,89.81,3280815,EASTERN EUROPE,51129.0,BIH2020-04-08,2020-04-08,Member,Member,14,Apr,Wednesday,20200408,0.0,0.0,0.0,64.2,4.0,All_Others,368.0,20.0,True
817,BIH,Bosnia and Herzegovina,2020-04-15,1073.0,39.0,92.59,3280815,EASTERN EUROPE,51129.0,BIH2020-04-15,2020-04-15,Member,Member,15,Apr,Wednesday,20200415,0.0,0.0,0.0,64.2,5.0,All_Others,292.0,7.0,True
818,BIH,Bosnia and Herzegovina,2020-04-22,1340.0,50.0,92.59,3280815,EASTERN EUROPE,51129.0,BIH2020-04-22,2020-04-22,Member,Member,16,Apr,Wednesday,20200422,0.0,0.0,0.0,64.2,5.0,All_Others,267.0,11.0,True
819,BIH,Bosnia and Herzegovina,2020-04-29,1588.0,62.0,90.74,3280815,EASTERN EUROPE,51129.0,BIH2020-04-29,2020-04-29,Member,Member,17,Apr,Wednesday,20200429,0.0,0.0,0.0,64.2,5.0,All_Others,248.0,12.0,True
820,BIH,Bosnia and Herzegovina,2020-05-06,1946.0,78.0,90.74,3280815,EASTERN EUROPE,51129.0,BIH2020-05-06,2020-05-06,Member,Member,18,May,Wednesday,20200506,0.0,0.0,0.0,64.2,5.0,All_Others,358.0,16.0,True
821,BIH,Bosnia and Herzegovina,2020-05-13,2158.0,116.0,81.48,3280815,EASTERN EUROPE,51129.0,BIH2020-05-13,2020-05-13,Member,Member,19,May,Wednesday,20200513,0.0,0.0,0.1,64.2,4.0,All_Others,212.0,38.0,True
822,BIH,Bosnia and Herzegovina,2020-05-20,2319.0,133.0,76.85,3280815,EASTERN EUROPE,51129.0,BIH2020-05-20,2020-05-20,Member,Member,20,May,Wednesday,20200520,0.0,0.0,0.1,64.2,4.0,All_Others,161.0,17.0,True
823,BIH,Bosnia and Herzegovina,2020-05-27,2415.0,149.0,71.3,3280815,EASTERN EUROPE,51129.0,BIH2020-05-27,2020-05-27,Member,Member,21,May,Wednesday,20200527,0.0,0.0,0.1,64.2,4.0,All_Others,96.0,16.0,True
843,BWA,Botswana,2020-04-08,6.0,1.0,86.11,2351625,SUB-SAHARAN AFRICA,600370.0,BWA2020-04-08,2020-04-08,Member,Member,14,Apr,Wednesday,20200408,0.0,0.0,0.2,3.9,4.0,All_Others,3.0,,True
844,BWA,Botswana,2020-04-15,13.0,1.0,86.11,2351625,SUB-SAHARAN AFRICA,600370.0,BWA2020-04-15,2020-04-15,Member,Member,15,Apr,Wednesday,20200415,0.0,0.0,0.1,3.9,4.0,All_Others,7.0,0.0,True
845,BWA,Botswana,2020-04-22,20.0,1.0,86.11,2351625,SUB-SAHARAN AFRICA,600370.0,BWA2020-04-22,2020-04-22,Member,Member,16,Apr,Wednesday,20200422,0.0,0.0,0.0,3.9,4.0,All_Others,7.0,0.0,True
846,BWA,Botswana,2020-04-29,23.0,1.0,86.11,2351625,SUB-SAHARAN AFRICA,600370.0,BWA2020-04-29,2020-04-29,Member,Member,17,Apr,Wednesday,20200429,0.0,0.0,0.0,3.9,4.0,All_Others,3.0,0.0,True
847,BWA,Botswana,2020-05-06,23.0,1.0,86.11,2351625,SUB-SAHARAN AFRICA,600370.0,BWA2020-05-06,2020-05-06,Member,Member,18,May,Wednesday,20200506,0.0,0.0,0.0,3.9,4.0,All_Others,0.0,0.0,True
848,BWA,Botswana,2020-05-13,24.0,1.0,78.7,2351625,SUB-SAHARAN AFRICA,600370.0,BWA2020-05-13,2020-05-13,Member,Member,19,May,Wednesday,20200513,0.0,0.0,0.0,3.9,4.0,All_Others,1.0,0.0,True
880,BRA,Brazil,2020-03-25,2201.0,46.0,71.76,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-03-25,2020-03-25,Member,Member,12,Mar,Wednesday,20200325,0.0,0.0,0.0,25.0,4.0,BRICS,1910.0,45.0,True
881,BRA,Brazil,2020-04-01,5717.0,201.0,74.54,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-04-01,2020-04-01,Member,Member,13,Apr,Wednesday,20200401,0.0,0.0,0.0,25.0,4.0,BRICS,3516.0,155.0,True
882,BRA,Brazil,2020-04-08,13717.0,667.0,74.54,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-04-08,2020-04-08,Member,Member,14,Apr,Wednesday,20200408,0.0,0.0,0.0,25.0,4.0,BRICS,8000.0,466.0,True
883,BRA,Brazil,2020-04-15,25262.0,1532.0,74.54,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-04-15,2020-04-15,Member,Member,15,Apr,Wednesday,20200415,0.0,0.0,0.1,25.0,4.0,BRICS,11545.0,865.0,True
884,BRA,Brazil,2020-04-22,43079.0,2741.0,74.54,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-04-22,2020-04-22,Member,Member,16,Apr,Wednesday,20200422,0.0,0.0,0.1,25.0,4.0,BRICS,17817.0,1209.0,True
885,BRA,Brazil,2020-04-29,71886.0,5017.0,77.31,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-04-29,2020-04-29,Member,Member,17,Apr,Wednesday,20200429,0.0,0.0,0.1,25.0,4.0,BRICS,28807.0,2276.0,True
886,BRA,Brazil,2020-05-06,114715.0,7921.0,81.02,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-05-06,2020-05-06,Member,Member,18,May,Wednesday,20200506,0.0,0.0,0.1,25.0,4.0,BRICS,42829.0,2904.0,True
887,BRA,Brazil,2020-05-13,177589.0,12400.0,81.02,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-05-13,2020-05-13,Member,Member,19,May,Wednesday,20200513,0.0,0.0,0.1,25.0,4.0,BRICS,62874.0,4479.0,True
888,BRA,Brazil,2020-05-20,271628.0,17971.0,81.02,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-05-20,2020-05-20,Member,Member,20,May,Wednesday,20200520,0.0,0.0,0.1,25.0,4.0,BRICS,94039.0,5571.0,True
889,BRA,Brazil,2020-05-27,391222.0,24512.0,81.02,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-05-27,2020-05-27,Member,Member,21,May,Wednesday,20200527,0.0,0.0,0.1,25.0,4.0,BRICS,119594.0,6541.0,True
890,BRA,Brazil,2020-06-03,555383.0,31199.0,77.31,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-06-03,2020-06-03,Member,Member,22,Jun,Wednesday,20200603,0.1,0.0,0.1,25.0,4.0,BRICS,164161.0,6687.0,True
891,BRA,Brazil,2020-06-10,739503.0,38406.0,77.31,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-06-10,2020-06-10,Member,Member,23,Jun,Wednesday,20200610,0.1,0.0,0.1,25.0,4.0,BRICS,184120.0,7207.0,True
892,BRA,Brazil,2020-06-17,923189.0,45241.0,77.31,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-06-17,2020-06-17,Member,Member,24,Jun,Wednesday,20200617,0.1,0.0,0.0,25.0,4.0,BRICS,183686.0,6835.0,True
893,BRA,Brazil,2020-06-24,1145906.0,52645.0,77.31,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-06-24,2020-06-24,Member,Member,25,Jun,Wednesday,20200624,0.1,0.0,0.0,25.0,4.0,BRICS,222717.0,7404.0,True
894,BRA,Brazil,2020-07-01,1402041.0,59594.0,77.31,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-07-01,2020-07-01,Member,Member,26,Jul,Wednesday,20200701,0.2,0.0,0.0,25.0,4.0,BRICS,256135.0,6949.0,True
895,BRA,Brazil,2020-07-08,1668589.0,66741.0,81.02,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-07-08,2020-07-08,Member,Member,27,Jul,Wednesday,20200708,0.2,0.0,0.0,25.0,4.0,BRICS,266548.0,7147.0,True
896,BRA,Brazil,2020-07-15,1926824.0,74133.0,81.02,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-07-15,2020-07-15,Member,Member,28,Jul,Wednesday,20200715,0.2,0.0,0.0,25.0,4.0,BRICS,258235.0,7392.0,True
897,BRA,Brazil,2020-07-22,2159654.0,81487.0,81.02,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-07-22,2020-07-22,Member,Member,29,Jul,Wednesday,20200722,0.3,0.0,0.0,25.0,4.0,BRICS,232830.0,7354.0,True
898,BRA,Brazil,2020-07-29,2483191.0,88539.0,72.69,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-07-29,2020-07-29,Member,Member,30,Jul,Wednesday,20200729,0.3,0.0,0.0,25.0,4.0,BRICS,323537.0,7052.0,True
899,BRA,Brazil,2020-08-05,2801921.0,95819.0,72.69,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-08-05,2020-08-05,Member,Member,31,Aug,Wednesday,20200805,0.3,0.0,0.0,25.0,4.0,BRICS,318730.0,7280.0,True
900,BRA,Brazil,2020-08-12,3109630.0,103026.0,72.69,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-08-12,2020-08-12,Member,Member,32,Aug,Wednesday,20200812,0.4,0.0,0.0,25.0,4.0,BRICS,307709.0,7207.0,True
901,BRA,Brazil,2020-08-19,3407354.0,109888.0,72.69,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-08-19,2020-08-19,Member,Member,33,Aug,Wednesday,20200819,0.4,0.0,0.0,25.0,4.0,BRICS,297724.0,6862.0,True
902,BRA,Brazil,2020-08-26,3669995.0,116580.0,76.39,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-08-26,2020-08-26,Member,Member,34,Aug,Wednesday,20200826,0.4,0.0,0.0,25.0,4.0,BRICS,262641.0,6692.0,True
903,BRA,Brazil,2020-09-02,3950931.0,122596.0,72.69,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-09-02,2020-09-02,Member,Member,35,Sep,Wednesday,20200902,0.5,0.0,0.0,25.0,4.0,BRICS,280936.0,6016.0,True
904,BRA,Brazil,2020-09-09,4162073.0,127464.0,72.69,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-09-09,2020-09-09,Member,Member,36,Sep,Wednesday,20200909,0.5,0.0,0.0,25.0,4.0,BRICS,211142.0,4868.0,True
905,BRA,Brazil,2020-09-16,4382263.0,133119.0,72.69,212559409,LATIN AMER. & CARIB,8511965.0,BRA2020-09-16,2020-09-16,Member,Member,37,Sep,Wednesday,20200916,0.5,0.0,0.0,25.0,4.0,BRICS,220190.0,5655.0,True
908,VGB,British Virgin Islands,2020-04-01,3.0,,72.22,30237,LATIN AMER. & CARIB,153.0,VGB2020-04-01,2020-04-01,Member,Member,13,Apr,Wednesday,20200401,0.0,0.0,,197.6,4.0,All_Others,,,True
909,VGB,British Virgin Islands,2020-04-08,3.0,,72.22,30237,LATIN AMER. & CARIB,153.0,VGB2020-04-08,2020-04-08,Member,Member,14,Apr,Wednesday,20200408,0.0,0.0,,197.6,4.0,All_Others,0.0,,True
910,VGB,British Virgin Islands,2020-04-15,3.0,,72.22,30237,LATIN AMER. & CARIB,153.0,VGB2020-04-15,2020-04-15,Member,Member,15,Apr,Wednesday,20200415,0.0,0.0,,197.6,4.0,All_Others,0.0,,True
911,VGB,British Virgin Islands,2020-04-22,5.0,1.0,72.22,30237,LATIN AMER. & CARIB,153.0,VGB2020-04-22,2020-04-22,Member,Member,16,Apr,Wednesday,20200422,0.0,0.0,0.2,197.6,4.0,All_Others,2.0,,True
929,VGB,British Virgin Islands,2020-08-26,26.0,1.0,79.63,30237,LATIN AMER. & CARIB,153.0,VGB2020-08-26,2020-08-26,Member,Member,34,Aug,Wednesday,20200826,0.2,0.0,0.0,197.6,4.0,All_Others,15.0,0.0,True
964,BGR,Bulgaria,2020-03-18,81.0,2.0,70.37,6948445,EASTERN EUROPE,110910.0,BGR2020-03-18,2020-03-18,Member,Member,11,Mar,Wednesday,20200318,0.0,0.0,0.0,62.6,4.0,EU,,,True
965,BGR,Bulgaria,2020-03-25,220.0,3.0,73.15,6948445,EASTERN EUROPE,110910.0,BGR2020-03-25,2020-03-25,Member,Member,12,Mar,Wednesday,20200325,0.0,0.0,0.0,62.6,4.0,EU,139.0,1.0,True
966,BGR,Bulgaria,2020-04-01,399.0,8.0,71.3,6948445,EASTERN EUROPE,110910.0,BGR2020-04-01,2020-04-01,Member,Member,13,Apr,Wednesday,20200401,0.0,0.0,0.0,62.6,4.0,EU,179.0,5.0,True
967,BGR,Bulgaria,2020-04-08,577.0,23.0,71.3,6948445,EASTERN EUROPE,110910.0,BGR2020-04-08,2020-04-08,Member,Member,14,Apr,Wednesday,20200408,0.0,0.0,0.0,62.6,4.0,EU,178.0,15.0,True
968,BGR,Bulgaria,2020-04-15,713.0,35.0,73.15,6948445,EASTERN EUROPE,110910.0,BGR2020-04-15,2020-04-15,Member,Member,15,Apr,Wednesday,20200415,0.0,0.0,0.0,62.6,4.0,EU,136.0,12.0,True
969,BGR,Bulgaria,2020-04-22,975.0,45.0,73.15,6948445,EASTERN EUROPE,110910.0,BGR2020-04-22,2020-04-22,Member,Member,16,Apr,Wednesday,20200422,0.0,0.0,0.0,62.6,4.0,EU,262.0,10.0,True
970,BGR,Bulgaria,2020-04-29,1399.0,58.0,73.15,6948445,EASTERN EUROPE,110910.0,BGR2020-04-29,2020-04-29,Member,Member,17,Apr,Wednesday,20200429,0.0,0.0,0.0,62.6,4.0,EU,424.0,13.0,True
995,BFA,Burkina Faso,2020-03-25,99.0,3.0,84.26,20903278,SUB-SAHARAN AFRICA,274200.0,BFA2020-03-25,2020-03-25,Member,Member,12,Mar,Wednesday,20200325,0.0,0.0,0.0,76.2,4.0,All_Others,79.0,,True
996,BFA,Burkina Faso,2020-04-01,246.0,12.0,84.26,20903278,SUB-SAHARAN AFRICA,274200.0,BFA2020-04-01,2020-04-01,Member,Member,13,Apr,Wednesday,20200401,0.0,0.0,0.0,76.2,4.0,All_Others,147.0,9.0,True
997,BFA,Burkina Faso,2020-04-08,384.0,19.0,84.26,20903278,SUB-SAHARAN AFRICA,274200.0,BFA2020-04-08,2020-04-08,Member,Member,14,Apr,Wednesday,20200408,0.0,0.0,0.0,76.2,4.0,All_Others,138.0,7.0,True
998,BFA,Burkina Faso,2020-04-15,528.0,30.0,84.26,20903278,SUB-SAHARAN AFRICA,274200.0,BFA2020-04-15,2020-04-15,Member,Member,15,Apr,Wednesday,20200415,0.0,0.0,0.1,76.2,4.0,All_Others,144.0,11.0,True
999,BFA,Burkina Faso,2020-04-22,600.0,38.0,84.26,20903278,SUB-SAHARAN AFRICA,274200.0,BFA2020-04-22,2020-04-22,Member,Member,16,Apr,Wednesday,20200422,0.0,0.0,0.1,76.2,4.0,All_Others,72.0,8.0,True
1000,BFA,Burkina Faso,2020-04-29,638.0,42.0,84.26,20903278,SUB-SAHARAN AFRICA,274200.0,BFA2020-04-29,2020-04-29,Member,Member,17,Apr,Wednesday,20200429,0.0,0.0,0.1,76.2,4.0,All_Others,38.0,4.0,True
1094,CMR,Cameroon,2020-04-22,1163.0,42.0,71.3,26545864,SUB-SAHARAN AFRICA,475440.0,CMR2020-04-22,2020-04-22,Member,Member,16,Apr,Wednesday,20200422,0.0,0.0,0.0,55.8,4.0,All_Others,308.0,25.0,True
1095,CMR,Cameroon,2020-04-29,1806.0,59.0,71.3,26545864,SUB-SAHARAN AFRICA,475440.0,CMR2020-04-29,2020-04-29,Member,Member,17,Apr,Wednesday,20200429,0.0,0.0,0.0,55.8,4.0,All_Others,643.0,17.0,True
1129,CAN,Canada,2020-03-25,1959.0,27.0,72.69,37742157,NORTHERN AMERICA,9984670.0,CAN2020-03-25,2020-03-25,Member,Member,12,Mar,Wednesday,20200325,0.0,0.0,0.0,3.8,4.0,All_Others,1390.0,19.0,True
1130,CAN,Canada,2020-04-01,8536.0,96.0,74.54,37742157,NORTHERN AMERICA,9984670.0,CAN2020-04-01,2020-04-01,Member,Member,13,Apr,Wednesday,20200401,0.0,0.0,0.0,3.8,4.0,All_Others,6577.0,69.0,True
1131,CAN,Canada,2020-04-08,17883.0,380.0,72.69,37742157,NORTHERN AMERICA,9984670.0,CAN2020-04-08,2020-04-08,Member,Member,14,Apr,Wednesday,20200408,0.0,0.0,0.0,3.8,4.0,All_Others,9347.0,284.0,True
1132,CAN,Canada,2020-04-15,27046.0,903.0,72.69,37742157,NORTHERN AMERICA,9984670.0,CAN2020-04-15,2020-04-15,Member,Member,15,Apr,Wednesday,20200415,0.0,0.0,0.0,3.8,4.0,All_Others,9163.0,523.0,True
1133,CAN,Canada,2020-04-22,38413.0,1834.0,72.69,37742157,NORTHERN AMERICA,9984670.0,CAN2020-04-22,2020-04-22,Member,Member,16,Apr,Wednesday,20200422,0.0,0.0,0.0,3.8,4.0,All_Others,11367.0,931.0,True
1134,CAN,Canada,2020-04-29,50015.0,2859.0,72.69,37742157,NORTHERN AMERICA,9984670.0,CAN2020-04-29,2020-04-29,Member,Member,17,Apr,Wednesday,20200429,0.0,0.0,0.1,3.8,4.0,All_Others,11602.0,1025.0,True
1135,CAN,Canada,2020-05-06,62046.0,4043.0,72.69,37742157,NORTHERN AMERICA,9984670.0,CAN2020-05-06,2020-05-06,Member,Member,18,May,Wednesday,20200506,0.0,0.0,0.1,3.8,4.0,All_Others,12031.0,1184.0,True
1136,CAN,Canada,2020-05-13,71157.0,5169.0,70.83,37742157,NORTHERN AMERICA,9984670.0,CAN2020-05-13,2020-05-13,Member,Member,19,May,Wednesday,20200513,0.0,0.0,0.1,3.8,4.0,All_Others,9111.0,1126.0,True
1137,CAN,Canada,2020-05-20,79101.0,5912.0,70.83,37742157,NORTHERN AMERICA,9984670.0,CAN2020-05-20,2020-05-20,Member,Member,20,May,Wednesday,20200520,0.0,0.0,0.1,3.8,4.0,All_Others,7944.0,743.0,True
1138,CAN,Canada,2020-05-27,86636.0,6639.0,70.83,37742157,NORTHERN AMERICA,9984670.0,CAN2020-05-27,2020-05-27,Member,Member,21,May,Wednesday,20200527,0.0,0.0,0.1,3.8,4.0,All_Others,7535.0,727.0,True
1139,CAN,Canada,2020-06-03,92399.0,7395.0,70.83,37742157,NORTHERN AMERICA,9984670.0,CAN2020-06-03,2020-06-03,Member,Member,22,Jun,Wednesday,20200603,0.0,0.0,0.1,3.8,4.0,All_Others,5763.0,756.0,True
1140,CAN,Canada,2020-06-10,96642.0,7897.0,70.83,37742157,NORTHERN AMERICA,9984670.0,CAN2020-06-10,2020-06-10,Member,Member,23,Jun,Wednesday,20200610,0.0,0.0,0.1,3.8,4.0,All_Others,4243.0,502.0,True
1141,CAN,Canada,2020-06-17,99456.0,8213.0,70.83,37742157,NORTHERN AMERICA,9984670.0,CAN2020-06-17,2020-06-17,Member,Member,24,Jun,Wednesday,20200617,0.0,0.0,0.1,3.8,4.0,All_Others,2814.0,316.0,True
1158,CPV,Cape Verde,2020-04-01,6.0,1.0,79.63,555988,SUB-SAHARAN AFRICA,4033.0,CPV2020-04-01,2020-04-01,Member,Member,13,Apr,Wednesday,20200401,0.0,0.0,0.2,137.9,4.0,All_Others,3.0,0.0,True
1159,CPV,Cape Verde,2020-04-08,7.0,1.0,79.63,555988,SUB-SAHARAN AFRICA,4033.0,CPV2020-04-08,2020-04-08,Member,Member,14,Apr,Wednesday,20200408,0.0,0.0,0.1,137.9,4.0,All_Others,1.0,0.0,True
1160,CPV,Cape Verde,2020-04-15,11.0,1.0,79.63,555988,SUB-SAHARAN AFRICA,4033.0,CPV2020-04-15,2020-04-15,Member,Member,15,Apr,Wednesday,20200415,0.0,0.0,0.1,137.9,4.0,All_Others,4.0,0.0,True
1161,CPV,Cape Verde,2020-04-22,67.0,1.0,79.63,555988,SUB-SAHARAN AFRICA,4033.0,CPV2020-04-22,2020-04-22,Member,Member,16,Apr,Wednesday,20200422,0.0,0.0,0.0,137.9,4.0,All_Others,56.0,0.0,True
1162,CPV,Cape Verde,2020-04-29,113.0,1.0,79.63,555988,SUB-SAHARAN AFRICA,4033.0,CPV2020-04-29,2020-04-29,Member,Member,17,Apr,Wednesday,20200429,0.0,0.0,0.0,137.9,4.0,All_Others,46.0,0.0,True
1163,CPV,Cape Verde,2020-05-06,186.0,2.0,79.63,555988,SUB-SAHARAN AFRICA,4033.0,CPV2020-05-06,2020-05-06,Member,Member,18,May,Wednesday,20200506,0.0,0.0,0.0,137.9,4.0,All_Others,73.0,1.0,True
1164,CPV,Cape Verde,2020-05-13,270.0,2.0,79.63,555988,SUB-SAHARAN AFRICA,4033.0,CPV2020-05-13,2020-05-13,Member,Member,19,May,Wednesday,20200513,0.1,0.0,0.0,137.9,4.0,All_Others,84.0,0.0,True
1165,CPV,Cape Verde,2020-05-20,335.0,3.0,79.17,555988,SUB-SAHARAN AFRICA,4033.0,CPV2020-05-20,2020-05-20,Member,Member,20,May,Wednesday,20200520,0.1,0.0,0.0,137.9,4.0,All_Others,65.0,1.0,True
1166,CPV,Cape Verde,2020-05-27,390.0,4.0,79.17,555988,SUB-SAHARAN AFRICA,4033.0,CPV2020-05-27,2020-05-27,Member,Member,21,May,Wednesday,20200527,0.1,0.0,0.0,137.9,4.0,All_Others,55.0,1.0,True
1167,CPV,Cape Verde,2020-06-03,466.0,5.0,79.17,555988,SUB-SAHARAN AFRICA,4033.0,CPV2020-06-03,2020-06-03,Member,Member,22,Jun,Wednesday,20200603,0.1,0.0,0.0,137.9,4.0,All_Others,76.0,1.0,True
1168,CPV,Cape Verde,2020-06-10,585.0,5.0,79.17,555988,SUB-SAHARAN AFRICA,4033.0,CPV2020-06-10,2020-06-10,Member,Member,23,Jun,Wednesday,20200610,0.1,0.0,0.0,137.9,4.0,All_Others,119.0,0.0,True
1169,CPV,Cape Verde,2020-06-17,781.0,7.0,79.17,555988,SUB-SAHARAN AFRICA,4033.0,CPV2020-06-17,2020-06-17,Member,Member,24,Jun,Wednesday,20200617,0.2,0.0,0.0,137.9,4.0,All_Others,196.0,2.0,True
1170,CPV,Cape Verde,2020-06-24,982.0,8.0,79.17,555988,SUB-SAHARAN AFRICA,4033.0,CPV2020-06-24,2020-06-24,Member,Member,25,Jun,Wednesday,20200624,0.2,0.0,0.0,137.9,4.0,All_Others,201.0,1.0,True
1171,CPV,Cape Verde,2020-07-01,1227.0,15.0,79.17,555988,SUB-SAHARAN AFRICA,4033.0,CPV2020-07-01,2020-07-01,Member,Member,26,Jul,Wednesday,20200701,0.3,0.0,0.0,137.9,4.0,All_Others,245.0,7.0,True
1172,CPV,Cape Verde,2020-07-08,1499.0,18.0,79.17,555988,SUB-SAHARAN AFRICA,4033.0,CPV2020-07-08,2020-07-08,Member,Member,27,Jul,Wednesday,20200708,0.4,0.0,0.0,137.9,4.0,All_Others,272.0,3.0,True
1185,CYM,Cayman Islands,2020-03-25,3.0,1.0,76.85,65720,LATIN AMER. & CARIB,262.0,CYM2020-03-25,2020-03-25,Member,Member,12,Mar,Wednesday,20200325,0.0,0.0,0.3,250.8,4.0,All_Others,,,True
1186,CYM,Cayman Islands,2020-04-01,14.0,1.0,90.74,65720,LATIN AMER. & CARIB,262.0,CYM2020-04-01,2020-04-01,Member,Member,13,Apr,Wednesday,20200401,0.1,0.0,0.1,250.8,5.0,All_Others,11.0,0.0,True
