,iso_code,location,date,total_cases,total_deaths,stringency_index,population,Region,Area (sq. mi.),KEYCODE&DATE,DATE,European Union,European Single Market,Week_Num,Month,day,Dates,Cases_x_Area,Cases_x_Pop,Cumulative Deaths_%_Cases,PopMi2,Stringency_Indexed,Econ_Block,Weekly_Cases,Weekly_Deaths,Stringency_Index_L4_L5
13,AFG,Afghanistan,2020-04-08,367.0,11.0,78.7,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-04-08,2020-04-08,,,14,Apr,Wednesday,20200408,0.0,0.0,0.0,60.1,4.0,All_Others,201.0,7.0,True
14,AFG,Afghanistan,2020-04-15,714.0,23.0,84.26,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-04-15,2020-04-15,,,15,Apr,Wednesday,20200415,0.0,0.0,0.0,60.1,4.0,All_Others,347.0,12.0,True
15,AFG,Afghanistan,2020-04-22,1092.0,36.0,84.26,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-04-22,2020-04-22,,,16,Apr,Wednesday,20200422,0.0,0.0,0.0,60.1,4.0,All_Others,378.0,13.0,True
16,AFG,Afghanistan,2020-04-29,1827.0,60.0,84.26,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-04-29,2020-04-29,,,17,Apr,Wednesday,20200429,0.0,0.0,0.0,60.1,4.0,All_Others,735.0,24.0,True
17,AFG,Afghanistan,2020-05-06,3224.0,95.0,84.26,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-05-06,2020-05-06,,,18,May,Wednesday,20200506,0.0,0.0,0.0,60.1,4.0,All_Others,1397.0,35.0,True
18,AFG,Afghanistan,2020-05-13,4967.0,127.0,84.26,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-05-13,2020-05-13,,,19,May,Wednesday,20200513,0.0,0.0,0.0,60.1,4.0,All_Others,1743.0,32.0,True
19,AFG,Afghanistan,2020-05-20,7653.0,178.0,84.26,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-05-20,2020-05-20,,,20,May,Wednesday,20200520,0.0,0.0,0.0,60.1,4.0,All_Others,2686.0,51.0,True
20,AFG,Afghanistan,2020-05-27,11831.0,220.0,84.26,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-05-27,2020-05-27,,,21,May,Wednesday,20200527,0.0,0.0,0.0,60.1,4.0,All_Others,4178.0,42.0,True
21,AFG,Afghanistan,2020-06-03,16509.0,270.0,84.26,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-06-03,2020-06-03,,,22,Jun,Wednesday,20200603,0.0,0.0,0.0,60.1,4.0,All_Others,4678.0,50.0,True
22,AFG,Afghanistan,2020-06-10,21459.0,384.0,78.7,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-06-10,2020-06-10,,,23,Jun,Wednesday,20200610,0.0,0.0,0.0,60.1,4.0,All_Others,4950.0,114.0,True
23,AFG,Afghanistan,2020-06-17,26310.0,491.0,78.7,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-06-17,2020-06-17,,,24,Jun,Wednesday,20200617,0.0,0.0,0.0,60.1,4.0,All_Others,4851.0,107.0,True
24,AFG,Afghanistan,2020-06-24,29481.0,618.0,78.7,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-06-24,2020-06-24,,,25,Jun,Wednesday,20200624,0.0,0.0,0.0,60.1,4.0,All_Others,3171.0,127.0,True
25,AFG,Afghanistan,2020-07-01,31517.0,746.0,78.7,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-07-01,2020-07-01,,,26,Jul,Wednesday,20200701,0.0,0.0,0.0,60.1,4.0,All_Others,2036.0,128.0,True
26,AFG,Afghanistan,2020-07-08,33594.0,936.0,78.7,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-07-08,2020-07-08,,,27,Jul,Wednesday,20200708,0.1,0.0,0.0,60.1,4.0,All_Others,2077.0,190.0,True
27,AFG,Afghanistan,2020-07-15,34740.0,1045.0,78.7,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-07-15,2020-07-15,,,28,Jul,Wednesday,20200715,0.1,0.0,0.0,60.1,4.0,All_Others,1146.0,109.0,True
28,AFG,Afghanistan,2020-07-22,35727.0,1190.0,78.7,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-07-22,2020-07-22,,,29,Jul,Wednesday,20200722,0.1,0.0,0.0,60.1,4.0,All_Others,987.0,145.0,True
29,AFG,Afghanistan,2020-07-29,36471.0,1271.0,78.7,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-07-29,2020-07-29,,,30,Jul,Wednesday,20200729,0.1,0.0,0.0,60.1,4.0,All_Others,744.0,81.0,True
30,AFG,Afghanistan,2020-08-05,36829.0,1294.0,71.3,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-08-05,2020-08-05,,,31,Aug,Wednesday,20200805,0.1,0.0,0.0,60.1,4.0,All_Others,358.0,23.0,True
31,AFG,Afghanistan,2020-08-12,37269.0,1344.0,71.3,38928341,ASIA (EX. NEAR EAST),647500.0,AFG2020-08-12,2020-08-12,,,32,Aug,Wednesday,20200812,0.1,0.0,0.0,60.1,4.0,All_Others,440.0,50.0,True
40,ALB,Albania,2020-03-18,55.0,1.0,81.48,2877800,EASTERN EUROPE,28748.0,ALB2020-03-18,2020-03-18,Candidate,,11,Mar,Wednesday,20200318,0.0,0.0,0.0,100.1,4.0,All_Others,45.0,,True
41,ALB,Albania,2020-03-25,123.0,5.0,84.26,2877800,EASTERN EUROPE,28748.0,ALB2020-03-25,2020-03-25,Candidate,,12,Mar,Wednesday,20200325,0.0,0.0,0.0,100.1,4.0,All_Others,68.0,4.0,True
42,ALB,Albania,2020-04-01,243.0,15.0,84.26,2877800,EASTERN EUROPE,28748.0,ALB2020-04-01,2020-04-01,Candidate,,13,Apr,Wednesday,20200401,0.0,0.0,0.1,100.1,4.0,All_Others,120.0,10.0,True
43,ALB,Albania,2020-04-08,383.0,22.0,84.26,2877800,EASTERN EUROPE,28748.0,ALB2020-04-08,2020-04-08,Candidate,,14,Apr,Wednesday,20200408,0.0,0.0,0.1,100.1,4.0,All_Others,140.0,7.0,True
44,ALB,Albania,2020-04-15,475.0,24.0,84.26,2877800,EASTERN EUROPE,28748.0,ALB2020-04-15,2020-04-15,Candidate,,15,Apr,Wednesday,20200415,0.0,0.0,0.1,100.1,4.0,All_Others,92.0,2.0,True
45,ALB,Albania,2020-04-22,609.0,26.0,89.81,2877800,EASTERN EUROPE,28748.0,ALB2020-04-22,2020-04-22,Candidate,,16,Apr,Wednesday,20200422,0.0,0.0,0.0,100.1,4.0,All_Others,134.0,2.0,True
46,ALB,Albania,2020-04-29,750.0,30.0,89.81,2877800,EASTERN EUROPE,28748.0,ALB2020-04-29,2020-04-29,Candidate,,17,Apr,Wednesday,20200429,0.0,0.0,0.0,100.1,4.0,All_Others,141.0,4.0,True
47,ALB,Albania,2020-05-06,820.0,31.0,89.81,2877800,EASTERN EUROPE,28748.0,ALB2020-05-06,2020-05-06,Candidate,,18,May,Wednesday,20200506,0.0,0.0,0.0,100.1,4.0,All_Others,70.0,1.0,True
48,ALB,Albania,2020-05-13,876.0,31.0,89.81,2877800,EASTERN EUROPE,28748.0,ALB2020-05-13,2020-05-13,Candidate,,19,May,Wednesday,20200513,0.0,0.0,0.0,100.1,4.0,All_Others,56.0,0.0,True
49,ALB,Albania,2020-05-20,949.0,31.0,83.33,2877800,EASTERN EUROPE,28748.0,ALB2020-05-20,2020-05-20,Candidate,,20,May,Wednesday,20200520,0.0,0.0,0.0,100.1,4.0,All_Others,73.0,0.0,True
50,ALB,Albania,2020-05-27,1029.0,33.0,86.11,2877800,EASTERN EUROPE,28748.0,ALB2020-05-27,2020-05-27,Candidate,,21,May,Wednesday,20200527,0.0,0.0,0.0,100.1,4.0,All_Others,80.0,2.0,True
80,DZA,Algeria,2020-03-25,264.0,19.0,75.0,43851043,NORTHERN AFRICA,2381740.0,DZA2020-03-25,2020-03-25,Candidate,,12,Mar,Wednesday,20200325,0.0,0.0,0.1,18.4,4.0,All_Others,204.0,14.0,True
81,DZA,Algeria,2020-04-01,716.0,44.0,86.57,43851043,NORTHERN AFRICA,2381740.0,DZA2020-04-01,2020-04-01,Candidate,,13,Apr,Wednesday,20200401,0.0,0.0,0.1,18.4,4.0,All_Others,452.0,25.0,True
82,DZA,Algeria,2020-04-08,1468.0,193.0,86.57,43851043,NORTHERN AFRICA,2381740.0,DZA2020-04-08,2020-04-08,Candidate,,14,Apr,Wednesday,20200408,0.0,0.0,0.1,18.4,4.0,All_Others,752.0,149.0,True
83,DZA,Algeria,2020-04-15,2070.0,325.0,92.13,43851043,NORTHERN AFRICA,2381740.0,DZA2020-04-15,2020-04-15,Candidate,,15,Apr,Wednesday,20200415,0.0,0.0,0.2,18.4,5.0,All_Others,602.0,132.0,True
84,DZA,Algeria,2020-04-22,2811.0,392.0,92.13,43851043,NORTHERN AFRICA,2381740.0,DZA2020-04-22,2020-04-22,Candidate,,16,Apr,Wednesday,20200422,0.0,0.0,0.1,18.4,5.0,All_Others,741.0,67.0,True
85,DZA,Algeria,2020-04-29,3649.0,437.0,76.85,43851043,NORTHERN AFRICA,2381740.0,DZA2020-04-29,2020-04-29,Candidate,,17,Apr,Wednesday,20200429,0.0,0.0,0.1,18.4,4.0,All_Others,838.0,45.0,True
86,DZA,Algeria,2020-05-06,4838.0,470.0,76.85,43851043,NORTHERN AFRICA,2381740.0,DZA2020-05-06,2020-05-06,Candidate,,18,May,Wednesday,20200506,0.0,0.0,0.1,18.4,4.0,All_Others,1189.0,33.0,True
87,DZA,Algeria,2020-05-13,6067.0,515.0,87.96,43851043,NORTHERN AFRICA,2381740.0,DZA2020-05-13,2020-05-13,Candidate,,19,May,Wednesday,20200513,0.0,0.0,0.1,18.4,4.0,All_Others,1229.0,45.0,True
88,DZA,Algeria,2020-05-20,7377.0,561.0,76.85,43851043,NORTHERN AFRICA,2381740.0,DZA2020-05-20,2020-05-20,Candidate,,20,May,Wednesday,20200520,0.0,0.0,0.1,18.4,4.0,All_Others,1310.0,46.0,True
89,DZA,Algeria,2020-05-27,8697.0,617.0,76.85,43851043,NORTHERN AFRICA,2381740.0,DZA2020-05-27,2020-05-27,Candidate,,21,May,Wednesday,20200527,0.0,0.0,0.1,18.4,4.0,All_Others,1320.0,56.0,True
90,DZA,Algeria,2020-06-03,9626.0,667.0,76.85,43851043,NORTHERN AFRICA,2381740.0,DZA2020-06-03,2020-06-03,Candidate,,22,Jun,Wednesday,20200603,0.0,0.0,0.1,18.4,4.0,All_Others,929.0,50.0,True
91,DZA,Algeria,2020-06-10,10382.0,724.0,76.85,43851043,NORTHERN AFRICA,2381740.0,DZA2020-06-10,2020-06-10,Candidate,,23,Jun,Wednesday,20200610,0.0,0.0,0.1,18.4,4.0,All_Others,756.0,57.0,True
96,DZA,Algeria,2020-07-15,20216.0,1028.0,74.07,43851043,NORTHERN AFRICA,2381740.0,DZA2020-07-15,2020-07-15,Candidate,,28,Jul,Wednesday,20200715,0.0,0.0,0.1,18.4,4.0,All_Others,3337.0,60.0,True
97,DZA,Algeria,2020-07-22,24278.0,1100.0,74.07,43851043,NORTHERN AFRICA,2381740.0,DZA2020-07-22,2020-07-22,Candidate,,29,Jul,Wednesday,20200722,0.0,0.0,0.0,18.4,4.0,All_Others,4062.0,72.0,True
98,DZA,Algeria,2020-07-29,28615.0,1174.0,79.63,43851043,NORTHERN AFRICA,2381740.0,DZA2020-07-29,2020-07-29,Candidate,,30,Jul,Wednesday,20200729,0.0,0.0,0.0,18.4,4.0,All_Others,4337.0,74.0,True
99,DZA,Algeria,2020-08-05,32504.0,1248.0,79.63,43851043,NORTHERN AFRICA,2381740.0,DZA2020-08-05,2020-08-05,Candidate,,31,Aug,Wednesday,20200805,0.0,0.0,0.0,18.4,4.0,All_Others,3889.0,74.0,True
100,DZA,Algeria,2020-08-12,36204.0,1322.0,85.19,43851043,NORTHERN AFRICA,2381740.0,DZA2020-08-12,2020-08-12,Candidate,,32,Aug,Wednesday,20200812,0.0,0.0,0.0,18.4,4.0,All_Others,3700.0,74.0,True
101,DZA,Algeria,2020-08-19,39444.0,1391.0,79.63,43851043,NORTHERN AFRICA,2381740.0,DZA2020-08-19,2020-08-19,Candidate,,33,Aug,Wednesday,20200819,0.0,0.0,0.0,18.4,4.0,All_Others,3240.0,69.0,True
102,DZA,Algeria,2020-08-26,42228.0,1456.0,79.63,43851043,NORTHERN AFRICA,2381740.0,DZA2020-08-26,2020-08-26,Candidate,,34,Aug,Wednesday,20200826,0.0,0.0,0.0,18.4,4.0,All_Others,2784.0,65.0,True
103,DZA,Algeria,2020-09-02,44833.0,1518.0,75.93,43851043,NORTHERN AFRICA,2381740.0,DZA2020-09-02,2020-09-02,Candidate,,35,Sep,Wednesday,20200902,0.0,0.0,0.0,18.4,4.0,All_Others,2605.0,62.0,True
104,DZA,Algeria,2020-09-09,46938.0,1571.0,75.93,43851043,NORTHERN AFRICA,2381740.0,DZA2020-09-09,2020-09-09,Candidate,,36,Sep,Wednesday,20200909,0.0,0.0,0.0,18.4,4.0,All_Others,2105.0,53.0,True
105,DZA,Algeria,2020-09-16,48734.0,1632.0,75.93,43851043,NORTHERN AFRICA,2381740.0,DZA2020-09-16,2020-09-16,Candidate,,37,Sep,Wednesday,20200916,0.0,0.0,0.0,18.4,4.0,All_Others,1796.0,61.0,True
106,DZA,Algeria,2020-09-23,50214.0,1689.0,75.93,43851043,NORTHERN AFRICA,2381740.0,DZA2020-09-23,2020-09-23,Candidate,,38,Sep,Wednesday,20200923,0.0,0.0,0.0,18.4,4.0,All_Others,1480.0,57.0,True
107,DZA,Algeria,2020-09-30,51368.0,1726.0,75.93,43851043,NORTHERN AFRICA,2381740.0,DZA2020-09-30,2020-09-30,Candidate,,39,Sep,Wednesday,20200930,0.0,0.0,0.0,18.4,4.0,All_Others,1154.0,37.0,True
139,AGO,Angola,2020-04-01,7.0,2.0,90.74,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-04-01,2020-04-01,Candidate,,13,Apr,Wednesday,20200401,0.0,0.0,0.3,26.4,5.0,All_Others,5.0,,True
140,AGO,Angola,2020-04-08,17.0,2.0,90.74,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-04-08,2020-04-08,Candidate,,14,Apr,Wednesday,20200408,0.0,0.0,0.1,26.4,5.0,All_Others,10.0,0.0,True
141,AGO,Angola,2020-04-15,19.0,2.0,90.74,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-04-15,2020-04-15,Candidate,,15,Apr,Wednesday,20200415,0.0,0.0,0.1,26.4,5.0,All_Others,2.0,0.0,True
142,AGO,Angola,2020-04-22,24.0,2.0,90.74,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-04-22,2020-04-22,Candidate,,16,Apr,Wednesday,20200422,0.0,0.0,0.1,26.4,5.0,All_Others,5.0,0.0,True
143,AGO,Angola,2020-04-29,27.0,2.0,78.7,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-04-29,2020-04-29,Candidate,,17,Apr,Wednesday,20200429,0.0,0.0,0.1,26.4,4.0,All_Others,3.0,0.0,True
144,AGO,Angola,2020-05-06,36.0,2.0,78.7,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-05-06,2020-05-06,Candidate,,18,May,Wednesday,20200506,0.0,0.0,0.1,26.4,4.0,All_Others,9.0,0.0,True
145,AGO,Angola,2020-05-13,45.0,2.0,75.93,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-05-13,2020-05-13,Candidate,,19,May,Wednesday,20200513,0.0,0.0,0.0,26.4,4.0,All_Others,9.0,0.0,True
146,AGO,Angola,2020-05-20,50.0,2.0,81.48,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-05-20,2020-05-20,Candidate,,20,May,Wednesday,20200520,0.0,0.0,0.0,26.4,4.0,All_Others,5.0,0.0,True
147,AGO,Angola,2020-05-27,71.0,4.0,77.78,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-05-27,2020-05-27,Candidate,,21,May,Wednesday,20200527,0.0,0.0,0.1,26.4,4.0,All_Others,21.0,2.0,True
148,AGO,Angola,2020-06-03,86.0,4.0,77.78,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-06-03,2020-06-03,Candidate,,22,Jun,Wednesday,20200603,0.0,0.0,0.0,26.4,4.0,All_Others,15.0,0.0,True
149,AGO,Angola,2020-06-10,96.0,4.0,75.93,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-06-10,2020-06-10,Candidate,,23,Jun,Wednesday,20200610,0.0,0.0,0.0,26.4,4.0,All_Others,10.0,0.0,True
150,AGO,Angola,2020-06-17,142.0,6.0,75.93,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-06-17,2020-06-17,Candidate,,24,Jun,Wednesday,20200617,0.0,0.0,0.0,26.4,4.0,All_Others,46.0,2.0,True
151,AGO,Angola,2020-06-24,186.0,10.0,75.93,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-06-24,2020-06-24,Candidate,,25,Jun,Wednesday,20200624,0.0,0.0,0.1,26.4,4.0,All_Others,44.0,4.0,True
152,AGO,Angola,2020-07-01,284.0,13.0,75.93,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-07-01,2020-07-01,Candidate,,26,Jul,Wednesday,20200701,0.0,0.0,0.0,26.4,4.0,All_Others,98.0,3.0,True
153,AGO,Angola,2020-07-08,353.0,19.0,75.93,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-07-08,2020-07-08,Candidate,,27,Jul,Wednesday,20200708,0.0,0.0,0.1,26.4,4.0,All_Others,69.0,6.0,True
154,AGO,Angola,2020-07-15,525.0,26.0,76.39,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-07-15,2020-07-15,Candidate,,28,Jul,Wednesday,20200715,0.0,0.0,0.0,26.4,4.0,All_Others,172.0,7.0,True
155,AGO,Angola,2020-07-22,749.0,29.0,76.39,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-07-22,2020-07-22,Candidate,,29,Jul,Wednesday,20200722,0.0,0.0,0.0,26.4,4.0,All_Others,224.0,3.0,True
156,AGO,Angola,2020-07-29,950.0,41.0,76.39,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-07-29,2020-07-29,Candidate,,30,Jul,Wednesday,20200729,0.0,0.0,0.0,26.4,4.0,All_Others,201.0,12.0,True
157,AGO,Angola,2020-08-05,1164.0,54.0,79.17,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-08-05,2020-08-05,Candidate,,31,Aug,Wednesday,20200805,0.0,0.0,0.0,26.4,4.0,All_Others,214.0,13.0,True
158,AGO,Angola,2020-08-12,1679.0,78.0,79.17,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-08-12,2020-08-12,Candidate,,32,Aug,Wednesday,20200812,0.0,0.0,0.0,26.4,4.0,All_Others,515.0,24.0,True
159,AGO,Angola,2020-08-19,1966.0,90.0,79.17,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-08-19,2020-08-19,Candidate,,33,Aug,Wednesday,20200819,0.0,0.0,0.0,26.4,4.0,All_Others,287.0,12.0,True
160,AGO,Angola,2020-08-26,2283.0,102.0,76.39,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-08-26,2020-08-26,Candidate,,34,Aug,Wednesday,20200826,0.0,0.0,0.0,26.4,4.0,All_Others,317.0,12.0,True
161,AGO,Angola,2020-09-02,2654.0,108.0,81.02,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-09-02,2020-09-02,Candidate,,35,Sep,Wednesday,20200902,0.0,0.0,0.0,26.4,4.0,All_Others,371.0,6.0,True
162,AGO,Angola,2020-09-09,2981.0,120.0,81.02,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-09-09,2020-09-09,Candidate,,36,Sep,Wednesday,20200909,0.0,0.0,0.0,26.4,4.0,All_Others,327.0,12.0,True
163,AGO,Angola,2020-09-16,3439.0,134.0,75.0,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-09-16,2020-09-16,Candidate,,37,Sep,Wednesday,20200916,0.0,0.0,0.0,26.4,4.0,All_Others,458.0,14.0,True
164,AGO,Angola,2020-09-23,4236.0,155.0,75.0,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-09-23,2020-09-23,Candidate,,38,Sep,Wednesday,20200923,0.0,0.0,0.0,26.4,4.0,All_Others,797.0,21.0,True
165,AGO,Angola,2020-09-30,4905.0,179.0,75.0,32866268,SUB-SAHARAN AFRICA,1246700.0,AGO2020-09-30,2020-09-30,Candidate,,39,Sep,Wednesday,20200930,0.0,0.0,0.0,26.4,4.0,All_Others,669.0,24.0,True
166,AIA,Anguilla,2020-04-01,2.0,,74.07,15002,LATIN AMER. & CARIB,102.0,AIA2020-04-01,2020-04-01,Candidate,,13,Apr,Wednesday,20200401,0.0,0.0,,147.1,4.0,All_Others,,,True
167,AIA,Anguilla,2020-04-08,3.0,,82.41,15002,LATIN AMER. & CARIB,102.0,AIA2020-04-08,2020-04-08,Candidate,,14,Apr,Wednesday,20200408,0.0,0.0,,147.1,4.0,All_Others,1.0,,True
168,AIA,Anguilla,2020-04-15,3.0,,82.41,15002,LATIN AMER. & CARIB,102.0,AIA2020-04-15,2020-04-15,Candidate,,15,Apr,Wednesday,20200415,0.0,0.0,,147.1,4.0,All_Others,0.0,,True
169,AIA,Anguilla,2020-04-22,3.0,,78.7,15002,LATIN AMER. & CARIB,102.0,AIA2020-04-22,2020-04-22,Candidate,,16,Apr,Wednesday,20200422,0.0,0.0,,147.1,4.0,All_Others,0.0,,True
227,ARG,Argentina,2020-03-25,387.0,6.0,100.0,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-03-25,2020-03-25,Candidate,,12,Mar,Wednesday,20200325,0.0,0.0,0.0,16.3,5.0,All_Others,308.0,4.0,True
228,ARG,Argentina,2020-04-01,966.0,24.0,100.0,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-04-01,2020-04-01,Candidate,,13,Apr,Wednesday,20200401,0.0,0.0,0.0,16.3,5.0,All_Others,579.0,18.0,True
229,ARG,Argentina,2020-04-08,1715.0,60.0,100.0,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-04-08,2020-04-08,Candidate,,14,Apr,Wednesday,20200408,0.0,0.0,0.0,16.3,5.0,All_Others,749.0,36.0,True
230,ARG,Argentina,2020-04-15,2432.0,105.0,100.0,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-04-15,2020-04-15,Candidate,,15,Apr,Wednesday,20200415,0.0,0.0,0.0,16.3,5.0,All_Others,717.0,45.0,True
231,ARG,Argentina,2020-04-22,3132.0,151.0,100.0,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-04-22,2020-04-22,Candidate,,16,Apr,Wednesday,20200422,0.0,0.0,0.0,16.3,5.0,All_Others,700.0,46.0,True
232,ARG,Argentina,2020-04-29,4114.0,207.0,88.89,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-04-29,2020-04-29,Candidate,,17,Apr,Wednesday,20200429,0.0,0.0,0.1,16.3,4.0,All_Others,982.0,56.0,True
233,ARG,Argentina,2020-05-06,5007.0,264.0,88.89,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-05-06,2020-05-06,Candidate,,18,May,Wednesday,20200506,0.0,0.0,0.1,16.3,4.0,All_Others,893.0,57.0,True
234,ARG,Argentina,2020-05-13,6550.0,319.0,90.74,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-05-13,2020-05-13,Candidate,,19,May,Wednesday,20200513,0.0,0.0,0.0,16.3,5.0,All_Others,1543.0,55.0,True
235,ARG,Argentina,2020-05-20,8796.0,393.0,90.74,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-05-20,2020-05-20,Candidate,,20,May,Wednesday,20200520,0.0,0.0,0.0,16.3,5.0,All_Others,2246.0,74.0,True
236,ARG,Argentina,2020-05-27,13215.0,484.0,90.74,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-05-27,2020-05-27,Candidate,,21,May,Wednesday,20200527,0.0,0.0,0.0,16.3,5.0,All_Others,4419.0,91.0,True
237,ARG,Argentina,2020-06-03,18306.0,569.0,90.74,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-06-03,2020-06-03,Candidate,,22,Jun,Wednesday,20200603,0.0,0.0,0.0,16.3,5.0,All_Others,5091.0,85.0,True
238,ARG,Argentina,2020-06-10,24748.0,717.0,88.89,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-06-10,2020-06-10,Candidate,,23,Jun,Wednesday,20200610,0.0,0.0,0.0,16.3,4.0,All_Others,6442.0,148.0,True
239,ARG,Argentina,2020-06-17,34146.0,878.0,88.89,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-06-17,2020-06-17,Candidate,,24,Jun,Wednesday,20200617,0.0,0.0,0.0,16.3,4.0,All_Others,9398.0,161.0,True
240,ARG,Argentina,2020-06-24,44918.0,1049.0,88.89,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-06-24,2020-06-24,Candidate,,25,Jun,Wednesday,20200624,0.0,0.0,0.0,16.3,4.0,All_Others,10772.0,171.0,True
241,ARG,Argentina,2020-07-01,64517.0,1307.0,92.59,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-07-01,2020-07-01,Candidate,,26,Jul,Wednesday,20200701,0.0,0.0,0.0,16.3,5.0,All_Others,19599.0,258.0,True
242,ARG,Argentina,2020-07-08,80434.0,1602.0,92.59,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-07-08,2020-07-08,Candidate,,27,Jul,Wednesday,20200708,0.0,0.0,0.0,16.3,5.0,All_Others,15917.0,295.0,True
243,ARG,Argentina,2020-07-15,103252.0,1926.0,92.59,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-07-15,2020-07-15,Candidate,,28,Jul,Wednesday,20200715,0.0,0.0,0.0,16.3,5.0,All_Others,22818.0,324.0,True
244,ARG,Argentina,2020-07-22,130761.0,2373.0,90.74,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-07-22,2020-07-22,Candidate,,29,Jul,Wednesday,20200722,0.0,0.0,0.0,16.3,5.0,All_Others,27509.0,447.0,True
245,ARG,Argentina,2020-07-29,167403.0,3082.0,90.74,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-07-29,2020-07-29,Candidate,,30,Jul,Wednesday,20200729,0.1,0.0,0.0,16.3,5.0,All_Others,36642.0,709.0,True
246,ARG,Argentina,2020-08-05,206730.0,3863.0,88.89,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-08-05,2020-08-05,Candidate,,31,Aug,Wednesday,20200805,0.1,0.0,0.0,16.3,4.0,All_Others,39327.0,781.0,True
247,ARG,Argentina,2020-08-12,253855.0,4785.0,87.96,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-08-12,2020-08-12,Candidate,,32,Aug,Wednesday,20200812,0.1,0.0,0.0,16.3,4.0,All_Others,47125.0,922.0,True
248,ARG,Argentina,2020-08-19,299113.0,5877.0,87.96,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-08-19,2020-08-19,Candidate,,33,Aug,Wednesday,20200819,0.1,0.0,0.0,16.3,4.0,All_Others,45258.0,1092.0,True
249,ARG,Argentina,2020-08-26,350854.0,7402.0,87.96,45195777,LATIN AMER. & CARIB,2766890.0,ARG2020-08-26,2020-08-26,Candidate,,34,Aug,Wednesday,20200826,0.1,0.0,0.0,16.3,4.0,All_Others,51741.0,1525.0,True
